comment_ID,issue_no,is_author,ld_label,word_divergence,involve_contributor_num,other_commenter,commenter_num,comment_num,reporter_response,self_repsonse,other_response,time_from_start,time_to_close,response_time,ld_num,ld_types,LD1,LD2,LD3,LD4,LD5,LD6
777185607,21143,,LD1,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0
776333336,21132,,LD1,0.637168142,0,0,2,3,2,1,0,1,1,11948,1,1,1,0,0,0,0,0
776415052,21132,Y,,0.781818182,1,1,2,2,1,1,1,1,1,221,1,1,1,0,0,0,0,0
776416162,21132,,LD1,0.857142857,0,0,1,1,1,0,0,1,1,2435,0,0,0,0,0,0,0,0
776427979,21132,Y,,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0
776528540,21132,,LD1,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0
776229202,21131,,N,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0
776230066,21131,,LD4,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0
775266696,21118,,LD2,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0
775068998,21113,,N,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0
776018886,21108,,N,0.666666667,0,0,1,2,2,0,0,2,3,63078,0,0,0,0,0,0,0,0
776547273,21108,Y,,1,0,0,1,1,1,1,0,3,2,,0,0,0,0,0,0,0,0
776548143,21108,Y,,0,0,0,0,0,0,0,0,3,2,,0,0,0,0,0,0,0,0
777700650,21108,,LD5,0,0,0,0,0,0,0,0,4,0,,0,0,0,0,0,0,0,0
774508318,21095,,LD4,0.51618705,0,0,2,6,4,2,0,1,1,126,0,0,0,0,0,0,0,0
774508644,21095,Y,,0.532394366,0,2,2,5,3,3,2,1,1,791,0,0,0,0,0,0,0,0
774510576,21095,,N,0.565836299,0,0,2,4,3,1,0,1,1,153,0,0,0,0,0,0,0,0
774510934,21095,Y,,0.643564356,0,1,2,3,2,2,1,1,1,451,0,0,0,0,0,0,0,0
774511117,21095,Y,,0.658385093,0,1,2,2,1,1,1,1,1,387,0,0,0,0,0,0,0,0
774511976,21095,,N,0.857142857,0,0,1,1,1,0,0,1,1,469,0,0,0,0,0,0,0,0
774513126,21095,Y,,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0
774528812,21095,Y,,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0
774496019,21094,,LD2,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0
774526384,21092,,LD3,0.692307692,2,2,2,2,0,0,2,1,4,5761,2,1,0,0,2,0,0,0
774540603,21092,,LD3,0.726190476,1,1,1,1,0,0,1,1,4,9195,1,1,0,0,1,0,0,0
774558018,21092,,LD3,0,0,0,0,0,0,0,0,1,4,,0,0,0,0,0,0,0,0
772745666,21076,,N,0.825,2,2,2,2,0,0,2,1,1,420,1,1,0,0,0,1,0,0
772749891,21076,,LD4,0.824324324,1,1,1,1,0,0,1,1,1,265,0,0,0,0,0,0,0,0
772752659,21076,,N,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0
772269290,21072,Y,,0.88,1,1,1,1,0,0,1,1,1,1684,0,0,0,0,0,0,0,0
772282879,21072,,N,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0
772355276,21072,Y,,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0
772286294,21069,,LD4,0.836363636,0,0,2,2,1,1,0,1,1,17956,1,1,1,0,0,0,0,0
772458873,21069,Y,,0.95,1,1,1,1,0,0,1,1,1,2676,1,1,1,0,0,0,0,0
772483318,21069,,LD1,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0
771101939,21057,,LD5,0.852941176,1,1,1,1,0,0,1,1,1,6461,0,0,0,0,0,0,0,0
771165558,21057,,N,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0
771515081,21057,,LD5,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0
770706361,21050,,LD2,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0
770534844,21048,,LD2,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0
770529201,21047,,N,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0
770525757,21046,,LD5,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0
768836891,21019,,N,0.825396825,0,0,2,2,1,1,0,1,3,12198,1,1,0,0,0,1,0,0
768837503,21019,,LD4,0.918367347,0,0,1,1,1,0,0,1,3,12122,0,0,0,0,0,0,0,0
768943580,21019,Y,,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,0,0
769762600,21019,,LD4,0.384500745,2,2,3,7,5,0,2,2,2,14744,1,1,0,0,1,0,0,0
769893168,21019,Y,,0.437340153,2,2,3,6,4,4,2,2,1,482,1,1,0,0,1,0,0,0
769898006,21019,,LD3,0.459064327,1,1,2,5,4,0,1,2,1,194,0,0,0,0,0,0,0,0
769899971,21019,Y,,0.455737705,1,1,2,4,3,3,1,2,1,58189,0,0,0,0,0,0,0,0
769909449,21019,Y,,0.50990099,1,1,2,3,2,2,1,2,1,57201,0,0,0,0,0,0,0,0
769939189,21019,Y,,0.547297297,1,1,2,2,1,1,1,2,1,54015,0,0,0,0,0,0,0,0
769977930,21019,Y,,1,1,1,1,1,0,0,1,2,1,49550,0,0,0,0,0,0,0,0
770177026,21019,,N,0,0,0,0,0,0,0,0,3,1,,0,0,0,0,0,0,0,0
770208948,21019,Y,,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,0
767560717,21013,,LD2,0.653631285,2,2,2,5,3,0,2,1,13,255,1,1,1,0,0,0,0,0
767563386,21013,Y,,0.670520231,2,2,2,4,2,2,2,1,13,704,1,1,1,0,0,0,0,0
767570879,21013,,N,0.683870968,0,0,2,3,2,1,0,1,13,116,1,1,1,0,0,0,0,0
767572036,21013,Y,,0.685314685,1,1,2,2,1,1,1,1,13,500,1,1,1,0,0,0,0,0
767577523,21013,,LD1,0.758064516,0,0,1,1,1,0,0,1,13,2868,0,0,0,0,0,0,0,0
767612038,21013,Y,,0,0,0,0,0,0,0,0,1,13,,0,0,0,0,0,0,0,0
775089963,21013,,LD5,0,0,0,0,0,0,0,0,13,0,,0,0,0,0,0,0,0,0
766175200,20996,Y,,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0
766179556,20996,,LD2,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0
765873258,20990,,N,0.605555556,2,2,3,4,2,0,2,1,7,2375,1,1,0,0,1,0,0,0
765877553,20990,,LD3,0.601156069,1,1,2,3,2,0,1,1,7,7696,0,0,0,0,0,0,0,0
765889894,20990,Y,,0.684684685,1,1,2,2,1,1,1,1,7,11863,0,0,0,0,0,0,0,0
765912826,20990,,N,0.71875,0,0,1,1,1,0,0,1,6,2845,0,0,0,0,0,0,0,0
765975343,20990,Y,,0,0,0,0,0,0,0,0,1,6,,0,0,0,0,0,0,0,0
769584987,20990,,LD3,0.870967742,1,1,1,1,0,0,1,7,1,18866,1,1,0,0,1,0,0,0
769728024,20990,,LD3,0,0,0,0,0,0,0,0,7,1,,0,0,0,0,0,0,0,0
769730027,20990,,LD5,0,0,0,0,0,0,0,0,7,0,,0,0,0,0,0,0,0,0
764938150,20982,,N,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0
764844762,20979,,N,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0
763954817,20973,,LD5,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0
763012545,20961,,N,0.49882904,1,1,3,4,2,1,1,1,7,10868,1,1,0,0,1,0,0,0
763133044,20961,Y,,0.59375,2,2,3,3,1,1,2,1,7,17363,1,1,0,0,1,0,0,0
763266027,20961,,LD3,0.614678899,1,1,2,2,1,0,1,1,7,27600,0,0,0,0,0,0,0,0
763463322,20961,Y,,0.581818182,1,1,1,1,0,0,1,2,7,21101,0,0,0,0,0,0,0,0
763700550,20961,,N,1,1,1,1,1,0,0,1,2,6,84271,0,0,0,0,0,0,0,0
764688017,20961,,N,0,0,0,0,0,0,0,0,3,5,,0,0,0,0,0,0,0,0
767423755,20961,Y,,0,0,0,0,0,0,0,0,8,0,,0,0,0,0,0,0,0,0
762130564,20956,,N,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,0,0
763579893,20956,,LD5,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,0
761564378,20950,,LD4,0.723076923,0,0,2,3,2,1,0,1,1,295,1,1,1,0,0,0,0,0
761565129,20950,Y,,0.714285714,1,1,2,2,1,1,1,1,1,945,1,1,1,0,0,0,0,0
761567318,20950,,LD1,1,0,0,1,1,1,0,0,1,1,257,0,0,0,0,0,0,0,0
761567930,20950,Y,,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0
759167994,20919,,N,0,0,0,0,0,0,0,0,1,7,,0,0,0,0,0,0,0,0
758130650,20905,,N,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0
759080481,20905,,LD2,0,0,0,0,0,0,0,0,2,1,,0,0,0,0,0,0,0,0
758081322,20903,Y,,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,0,0
759639398,20903,,LD1,0.861111111,1,1,1,1,0,0,1,3,1,3278,1,1,0,0,1,0,0,0
759673339,20903,,LD3,0,0,0,0,0,0,0,0,3,1,,0,0,0,0,0,0,0,0
759994699,20903,,N,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,0
757742025,20900,,LD4,0.460980036,2,2,4,6,3,1,2,1,3,4293,0,0,0,0,0,0,0,0
757844245,20900,Y,,0.531343284,3,3,4,5,2,2,3,1,3,508,0,0,0,0,0,0,0,0
757850128,20900,,N,0.538720539,2,2,3,4,2,0,2,1,3,316,0,0,0,0,0,0,0,0
757853069,20900,Y,,0.555555556,2,2,3,3,1,1,2,1,3,12014,0,0,0,0,0,0,0,0
757940728,20900,Y,,0.688679245,2,2,2,2,0,0,2,1,3,1657,0,0,0,0,0,0,0,0
757955278,20900,,N,0.7,1,1,1,1,0,0,1,1,3,23455,0,0,0,0,0,0,0,0
758192707,20900,,N,0,0,0,0,0,0,0,0,2,3,,0,0,0,0,0,0,0,0
759972888,20900,Y,,0,0,0,0,0,0,0,0,4,0,,0,0,0,0,0,0,0,0
757354951,20894,,N,0.602209945,2,2,3,4,0,2,2,1,5,50658,2,2,0,0,1,1,0,0
757355618,20894,,N,0.638461538,2,2,3,3,0,1,2,1,5,50384,2,2,0,0,1,1,0,0
757445313,20894,,LD4,0.705263158,2,2,2,2,0,0,2,1,5,3434,1,1,0,0,1,0,0,0
757452368,20894,,N,0.796610169,1,1,1,1,0,0,1,1,5,1295,1,1,0,0,1,0,0,0
757455257,20894,,LD3,0,0,0,0,0,0,0,0,1,5,,0,0,0,0,0,0,0,0
759948685,20894,,LD3,0.715686275,1,1,2,2,0,1,1,5,1,12465,1,1,0,0,0,1,0,0
760076539,20894,,LD4,0.7,1,1,1,1,0,0,1,5,1,24036,0,0,0,0,0,0,0,0
760299120,20894,,N,0,0,0,0,0,0,0,0,5,1,,0,0,0,0,0,0,0,0
760338321,20894,,LD5,0,0,0,0,0,0,0,0,5,0,,0,0,0,0,0,0,0,0
756761704,20883,,N,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0
756349310,20878,Y,,0.912280702,1,1,2,2,1,1,1,1,3,981,0,0,0,0,0,0,0,0
756358421,20878,,N,0.888888889,0,0,1,1,1,0,0,1,3,1496,0,0,0,0,0,0,0,0
756371479,20878,Y,,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,0,0
755947938,20871,,LD2,0.324487334,4,15,4,23,4,4,15,1,1,12760,10,4,2,0,4,3,1,0
756056389,20871,,LD4,0.326236694,8,8,4,22,4,10,8,1,1,12697,9,4,2,0,4,2,1,0
756164320,20871,Y,,0.329268293,8,18,4,21,3,3,18,1,1,498,9,4,2,0,4,2,1,0
756169276,20871,,N,0.331368697,8,8,4,20,3,9,8,1,1,737,9,4,2,0,4,2,1,0
756176996,20871,Y,,0.335785953,8,17,4,19,2,2,17,1,1,1723,9,4,2,0,4,2,1,0
756186401,20871,Y,,0.341530055,8,17,4,18,1,1,17,1,1,825,9,4,2,0,4,2,1,0
756195228,20871,,N,0.342877595,8,8,4,17,1,8,8,1,1,750,9,4,2,0,4,2,1,0
756203332,20871,,LD4,0.346833579,4,12,4,16,1,3,12,1,1,377,8,4,2,0,4,1,1,0
756207214,20871,Y,,0.345716452,7,15,3,15,0,0,15,1,1,3920,8,4,2,0,4,1,1,0
756247729,20871,,LD3,0.347859327,4,12,3,14,0,2,12,1,1,665,7,4,2,0,3,1,1,0
756255199,20871,,N,0.350972763,6,6,3,13,0,7,6,1,1,663,7,4,2,0,3,1,1,0
756262001,20871,,N,0.35543131,4,11,3,12,0,1,11,1,1,335,7,4,2,0,3,1,1,0
756265249,20871,,LD3,0.365275142,5,5,3,11,0,6,5,1,1,354,6,4,2,0,2,1,1,0
756268622,20871,,N,0.36963037,4,10,2,10,0,0,10,1,1,2583,6,4,2,0,2,1,1,0
756293563,20871,,N,0.371520343,4,4,2,9,0,5,4,1,1,11257,6,4,2,0,2,1,1,0
756334106,20871,,LD5,0.372093023,4,4,2,8,0,4,4,1,1,7042,5,3,2,0,2,1,0,0
756397693,20871,,N,0.371571072,0,4,2,7,0,3,4,1,1,334,5,3,2,0,2,1,0,0
756400343,20871,,N,0.38547486,3,3,2,6,0,3,3,1,1,210,5,3,2,0,2,1,0,0
756401921,20871,,LD1,0.391752577,0,3,2,5,0,2,3,1,1,200,4,3,1,0,2,1,0,0
756403672,20871,,LD4,0.399681529,2,2,2,4,0,2,2,1,1,759,3,2,1,0,2,0,0,0
756410847,20871,,LD1,0.593023256,0,2,2,3,0,1,2,1,1,332,2,1,0,0,2,0,0,0
756414262,20871,,LD3,0.686868687,1,1,2,2,0,1,1,1,1,98,1,1,0,0,1,0,0,0
756415234,20871,,LD3,0.690909091,0,1,1,1,0,0,1,1,1,350,0,0,0,0,0,0,0,0
756418078,20871,,N,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0
756453078,20871,Y,,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0
755743578,20869,,LD1,0.518987342,0,0,1,1,1,0,0,1,4,783,0,0,0,0,0,0,0,0
755753284,20869,Y,,0,0,0,0,0,0,0,0,1,4,,0,0,0,0,0,0,0,0
757124824,20869,,N,0.862068966,0,0,1,1,0,1,0,3,2,,0,0,0,0,0,0,0,0
757134574,20869,,N,0,0,0,0,0,0,0,0,3,2,,0,0,0,0,0,0,0,0
757479102,20869,Y,,0,0,0,0,0,0,0,0,4,1,,0,0,0,0,0,0,0,0
755229829,20865,,LD2,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0
753723700,20841,,LD4,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0
753510519,20831,,LD1,0.432835821,0,0,2,5,3,2,0,1,2,3437,0,0,0,0,0,0,0,0
753516750,20831,Y,,0.4296875,2,2,2,4,2,2,2,1,1,4583,0,0,0,0,0,0,0,0
753525281,20831,,N,0.444915254,0,0,2,3,2,1,0,1,1,70451,0,0,0,0,0,0,0,0
753637861,20831,Y,,0.443478261,1,1,2,2,1,1,1,1,1,6961,0,0,0,0,0,0,0,0
753647041,20831,Y,,0.837837838,1,1,1,1,0,0,1,2,1,2824,0,0,0,0,0,0,0,0
753653127,20831,,N,0,0,0,0,0,0,0,0,2,1,,0,0,0,0,0,0,0,0
753655498,20831,Y,,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0
753401583,20826,,N,0,0,0,0,0,0,0,0,1,4,,0,0,0,0,0,0,0,0
753662000,20826,,LD2,0.723076923,0,0,2,3,2,1,0,2,2,44771,0,0,0,0,0,0,0,0
753807279,20826,Y,,0.833333333,1,1,2,2,1,1,1,3,1,6698,0,0,0,0,0,0,0,0
753859288,20826,,N,0.851851852,0,0,1,1,1,0,0,3,1,24284,0,0,0,0,0,0,0,0
754061702,20826,Y,,0,0,0,0,0,0,0,0,3,1,,0,0,0,0,0,0,0,0
754333275,20826,,LD5,0,0,0,0,0,0,0,0,4,0,,0,0,0,0,0,0,0,0
753402437,20825,,LD1,0.88372093,0,0,2,4,2,2,0,1,1,20997,2,2,1,0,0,1,0,0
753403852,20825,,LD4,0.891534392,0,0,2,3,2,1,0,1,1,20119,1,1,1,0,0,0,0,0
753432393,20825,Y,,0.896457766,1,1,2,2,1,1,1,1,1,9852,1,1,1,0,0,0,0,0
753432588,20825,Y,,0.752941176,1,1,1,1,0,0,1,1,1,9730,1,1,1,0,0,0,0,0
753444519,20825,,LD1,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0
753448291,20825,Y,,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0
753296920,20821,,N,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0
763958398,20793,,N,0.862068966,0,1,1,1,0,0,1,23,14,58787,1,1,0,0,0,0,0,1
764652219,20793,,LD6,0.857142857,0,0,1,1,1,0,0,24,13,84543,0,0,0,0,0,0,0,0
765388048,20793,Y,,0,0,0,0,0,0,0,0,25,12,,0,0,0,0,0,0,0,0
766391948,20793,,N,1,0,0,1,1,0,1,0,27,10,,0,0,0,0,0,0,0,0
766393103,20793,,N,0,0,0,0,0,0,0,0,27,10,,0,0,0,0,0,0,0,0
767277233,20793,Y,,0.944444444,0,0,1,1,1,1,0,28,8,,0,0,0,0,0,0,0,0
767277531,20793,Y,,0,0,0,0,0,0,0,0,28,8,,0,0,0,0,0,0,0,0
752053903,20792,Y,,0.693989071,0,2,2,3,1,1,2,1,24,2314,1,1,1,0,0,0,0,0
752063873,20792,,LD1,0.712121212,0,0,2,2,1,1,0,1,24,8322,0,0,0,0,0,0,0,0
752113035,20792,Y,,0.760416667,0,1,1,1,0,0,1,1,24,24688,0,0,0,0,0,0,0,0
752255374,20792,,N,0,0,0,0,0,0,0,0,1,23,,0,0,0,0,0,0,0,0
752957057,20792,Y,,0,0,0,0,0,0,0,0,3,22,,0,0,0,0,0,0,0,0
760485774,20792,,N,0.572115385,1,1,1,1,0,0,1,17,7,1475,1,1,1,0,0,0,0,0
760498010,20792,,LD1,0,0,0,0,0,0,0,0,17,7,,0,0,0,0,0,0,0,0
764786102,20792,,N,0,0,0,0,0,0,0,0,24,1,,0,0,0,0,0,0,0,0
751855809,20780,,N,0,0,0,0,0,0,0,0,2,18,,0,0,0,0,0,0,0,0
753474467,20780,,LD4,0,0,0,0,0,0,0,0,6,14,,0,0,0,0,0,0,0,0
761137341,20780,,LD5,0,0,0,0,0,0,0,0,20,0,,0,0,0,0,0,0,0,0
751393083,20777,,LD2,0,0,0,0,0,0,0,0,1,26,,0,0,0,0,0,0,0,0
752848765,20777,Y,,0,0,0,0,0,0,0,0,5,22,,0,0,0,0,0,0,0,0
753305334,20777,,N,0.803571429,0,0,2,3,2,1,0,6,21,39225,0,0,0,0,0,0,0,0
753395638,20777,Y,,1,1,1,2,2,1,1,1,7,20,2638,0,0,0,0,0,0,0,0
753401793,20777,,N,1,0,0,1,1,1,0,0,7,20,7300,0,0,0,0,0,0,0,0
753413242,20777,Y,,0,0,0,0,0,0,0,0,7,20,,0,0,0,0,0,0,0,0
764059184,20770,,LD4,0.604477612,0,0,1,1,1,0,0,26,1,20556,0,0,0,0,0,0,0,0
764400338,20770,Y,,0,0,0,0,0,0,0,0,26,1,,0,0,0,0,0,0,0,0
750409607,20754,,N,0.848484848,1,1,1,1,0,0,1,1,24,71140,0,0,0,0,0,0,0,0
750886571,20754,,N,0.80952381,1,1,1,1,0,0,1,1,23,21030,0,0,0,0,0,0,0,0
750950662,20754,,N,0,0,0,0,0,0,0,0,2,23,,0,0,0,0,0,0,0,0
751596817,20754,,LD2,0,0,0,0,0,0,0,0,5,19,,0,0,0,0,0,0,0,0
752245122,20754,,LD2,0,0,0,0,0,0,0,0,7,18,,0,0,0,0,0,0,0,0
761205675,20754,,LD5,0,0,0,0,0,0,0,0,24,0,,0,0,0,0,0,0,0,0
749319895,20743,,LD4,0.728395062,1,1,2,2,1,0,1,1,1,478,0,0,0,0,0,0,0,0
749321731,20743,Y,,1,1,1,1,1,0,0,1,1,1,9251,0,0,0,0,0,0,0,0
749365451,20743,,N,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0
749393463,20743,,LD3,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0
749302616,20742,,N,0.535897436,4,4,4,5,1,0,4,1,1,330,1,1,0,0,1,0,0,0
749304027,20742,Y,,0.598130841,4,4,3,4,0,0,4,1,1,3014,1,1,0,0,1,0,0,0
749317148,20742,,N,0.703389831,2,2,3,3,0,1,2,1,1,506,1,1,0,0,1,0,0,0
749319309,20742,,N,0.744186047,2,2,2,2,0,0,2,1,1,304,1,1,0,0,1,0,0,0
749320497,20742,,LD3,1,1,1,1,1,0,0,1,1,1,17302,0,0,0,0,0,0,0,0
749416089,20742,,N,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0
749515702,20742,Y,,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0
748677232,20732,,LD4,0.713114754,1,1,2,4,3,0,1,1,1,74,1,1,0,0,0,1,0,0
748677372,20732,Y,,0.708333333,1,1,2,3,2,2,1,1,1,244,1,1,0,0,0,1,0,0
748677676,20732,Y,,0.7875,1,1,2,2,1,1,1,1,1,73,1,1,0,0,0,1,0,0
748677803,20732,,LD4,0.947368421,0,0,1,1,1,0,0,1,1,1286,0,0,0,0,0,0,0,0
748680188,20732,Y,,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0
748476625,20722,,N,0.746478873,1,1,2,3,2,0,1,1,32,16160,1,1,0,0,1,0,0,0
748506726,20722,Y,,0.742857143,1,1,2,2,1,1,1,1,31,62911,1,1,0,0,1,0,0,0
748507421,20722,Y,,0.807017544,1,1,1,1,0,0,1,1,31,62565,1,1,0,0,1,0,0,0
748596406,20722,,LD3,1,0,0,1,1,1,0,0,1,31,49089,0,0,0,0,0,0,0,0
748707275,20722,Y,,0,0,0,0,0,0,0,0,2,30,,0,0,0,0,0,0,0,0
762956932,20722,,N,0,0,0,0,0,0,0,0,32,1,,0,0,0,0,0,0,0,0
747889850,20693,,LD2,0.913043478,1,1,1,1,0,0,1,1,1,4,1,1,0,1,0,0,0,0
747889875,20693,,LD2,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0
747890644,20693,,LD4,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0
746260431,20672,,N,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0
744240864,20647,,N,0.644444444,0,0,1,1,1,0,0,1,2,1586,0,0,0,0,0,0,0,0
744257049,20647,Y,,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0
745279814,20647,,LD4,0.558912387,1,1,2,3,2,0,1,2,1,1505,0,0,0,0,0,0,0,0
745292805,20647,Y,,0.75,1,1,2,2,1,1,1,2,1,350,0,0,0,0,0,0,0,0
745295859,20647,,N,0.797468354,0,0,1,1,1,0,0,2,1,468,0,0,0,0,0,0,0,0
745299975,20647,Y,,0,0,0,0,0,0,0,0,2,1,,0,0,0,0,0,0,0,0
744078075,20645,,LD2,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0
744277460,20643,,LD4,0.888888889,0,0,1,1,1,0,0,1,1,710,0,0,0,0,0,0,0,0
744284512,20643,Y,,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0
743777735,20637,Y,,0.382372881,11,11,5,15,4,4,11,1,3,137,6,3,1,0,4,1,0,0
743778022,20637,,LD3,0.382876712,5,5,5,14,4,5,5,1,3,153,5,3,1,0,3,1,0,0
743778355,20637,Y,,0.384562371,10,10,5,13,3,3,10,1,3,112,5,3,1,0,3,1,0,0
743778592,20637,,N,0.384239888,5,5,5,12,3,4,5,1,3,55,5,3,1,0,3,1,0,0
743778712,20637,Y,,0.385989993,9,9,5,11,2,2,9,1,3,75,5,3,1,0,3,1,0,0
743778845,20637,,N,0.385964912,5,5,5,10,2,3,5,1,3,33,5,3,1,0,3,1,0,0
743778917,20637,Y,,0.385745775,8,8,5,9,1,1,8,1,3,521,5,3,1,0,3,1,0,0
743779976,20637,,N,0.485623003,5,5,5,8,1,2,5,1,3,248,5,3,1,0,3,1,0,0
743780186,20637,,N,0.538631347,5,5,5,7,1,1,5,1,3,144,5,3,1,0,3,1,0,0
743780544,20637,Y,,0.542600897,6,6,4,6,0,0,6,1,3,184,5,3,1,0,3,1,0,0
743780894,20637,,LD3,0.550588235,5,5,3,5,0,0,5,1,3,2350,4,3,1,0,2,1,0,0
743785819,20637,,LD3,0.559493671,3,3,3,4,0,1,3,1,3,905,3,3,1,0,1,1,0,0
743787893,20637,,LD1,0.566801619,2,2,3,3,0,1,2,1,3,1634,2,2,0,0,1,1,0,0
743792234,20637,,LD4,0.669811321,2,2,2,2,0,0,2,1,3,208,1,1,0,0,1,0,0,0
743792672,20637,,LD3,0.659090909,1,1,1,1,0,0,1,1,3,1133,0,0,0,0,0,0,0,0
743795283,20637,,N,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,0,0
744080557,20637,,LD2,0.625,6,6,5,8,1,1,6,2,2,33026,1,1,0,0,1,0,0,0
744246388,20637,,N,0.644808743,5,5,6,8,1,2,5,2,1,2296,1,1,0,0,1,0,0,0
744269875,20637,,N,0.7,5,5,6,7,1,1,5,2,1,3484,1,1,0,0,1,0,0,0
744305157,20637,,N,0.710743802,4,4,6,6,1,1,4,2,1,1421,1,1,0,0,1,0,0,0
744319452,20637,Y,,0.775510204,5,5,5,5,0,0,5,2,1,2628,1,1,0,0,1,0,0,0
744346649,20637,,N,0.886792453,4,4,4,4,0,0,4,2,1,12870,1,1,0,0,1,0,0,0
744463235,20637,,LD3,0.904761905,3,3,3,3,0,0,3,2,1,1674,0,0,0,0,0,0,0,0
744481220,20637,,N,1,2,2,2,2,0,0,2,2,1,14725,0,0,0,0,0,0,0,0
744632828,20637,,N,1,1,1,1,1,0,0,1,3,1,31160,0,0,0,0,0,0,0,0
745025959,20637,,N,0,0,0,0,0,0,0,0,3,1,,0,0,0,0,0,0,0,0
745093522,20637,,LD6,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,0
743724833,20636,,LD1,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0
743164594,20622,,N,0.882352941,0,0,1,1,1,0,0,1,1,5393,0,0,0,0,0,0,0,0
743205648,20622,Y,,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0
742878634,20618,,LD3,0.8125,1,1,1,1,0,0,1,1,13,31214,0,0,0,0,0,0,0,0
743059036,20618,,N,0,0,0,0,0,0,0,0,1,13,,0,0,0,0,0,0,0,0
748642867,20618,,LD3,0,0,0,0,0,0,0,0,10,3,,0,0,0,0,0,0,0,0
740809866,20604,,LD4,0.808510638,2,2,2,6,4,0,2,1,1,155,1,1,0,0,1,0,0,0
740811585,20604,Y,,0.8,2,2,2,5,3,3,2,1,1,287,1,1,0,0,1,0,0,0
740813231,20604,Y,,0.852941176,2,2,2,4,2,2,2,1,1,144,1,1,0,0,1,0,0,0
740814791,20604,,N,0.84,0,0,2,3,2,1,0,1,1,156,1,1,0,0,1,0,0,0
